Location,State,Total Biomass Residue (thousand tonnes/yr),Crop Residue,Manure Residue,Forest Residue,Primary Mill Residue,Secondary Mill Residue,Urban Residue,Landfill Residue
Graham,Kansas,233821.770,41074.364,100.685,0.000,0.000,0.000,352.644,0.000
Alcorn,Mississippi,159565.016,10693.145,44.780,106941.000,0.000,767.059,3514.693,0.000
Tippah,Mississippi,237188.000,8397.005,16.407,21794.000,141845.000,497.765,2244.944,235.200
Ottawa,Kansas,138773.767,65041.831,57.494,297.000,0.000,8.165,737.727,0.000
Benton,Mississippi,57663.710,6914.305,8.409,18373.000,0.000,244.800,795.194,0.000
Prentiss,Mississippi,113843.462,8038.379,8.614,20892.000,0.000,293.789,2713.579,0.000
Union,Mississippi,124371.301,12833.532,14.766,20484.000,0.000,28.577,2603.578,0.000
Panola,Mississippi,351759.116,39470.584,26.456,71167.000,0.000,489.600,3486.555,0.000
Quitman,Mississippi,176959.695,72277.671,0.000,9842.000,0.000,0.000,1183.925,0.000
Itawamba,Mississippi,174943.074,6084.853,588.280,17949.000,94601.000,988.265,2346.770,0.000
Pontotoc,Mississippi,216158.809,7238.350,15.587,31778.000,0.000,48.989,2738.720,4962.461
Yalobusha,Mississippi,83243.673,7402.560,10.870,28457.000,0.000,0.000,1383.838,0.000
Calhoun,Mississippi,432257.289,18951.699,144.196,36877.000,241259.000,16.330,1946.896,0.000
Chickasaw,Mississippi,221022.513,10073.536,962.340,37223.000,0.000,767.059,2016.843,0.000
Grenada,Mississippi,461397.347,8503.632,12.921,27202.000,349651.000,505.930,2577.175,0.000
Oktibbeha,Mississippi,204554.677,0.000,297.587,52346.000,63382.000,257.047,4341.394,1776.250
Noxubee,Mississippi,535111.316,42666.707,961.645,65358.000,207508.000,20.412,1424.782,0.000
Winston,Mississippi,162128.847,0.000,199.971,70197.000,40479.000,12.247,2178.958,306.250
Neshoba,Mississippi,371780.219,0.000,5048.718,75663.000,267597.000,257.047,3114.273,0.000
Leake,Mississippi,114683.482,0.000,4383.970,66983.000,0.000,248.882,2165.458,0.000
Kemper,Mississippi,125076.097,0.000,162.689,64532.000,0.000,0.000,1217.215,39.200
Scott,Mississippi,348683.016,2227.475,9396.611,65162.000,204678.000,497.765,2997.634,5733.668
Lauderdale,Mississippi,139029.464,0.000,15.997,67858.000,37353.000,1000.512,9105.680,6127.015
Newton,Mississippi,103126.558,0.000,4819.730,50195.000,0.000,248.882,2435.990,0.000
Clarke,Mississippi,196865.680,0.000,10.870,103191.000,82351.000,16.330,2323.613,0.000
Jasper,Mississippi,260603.489,0.000,1725.356,53828.000,169998.000,248.882,2070.494,0.000
Smith,Mississippi,208948.232,0.000,7247.251,36485.000,132946.000,0.000,1875.609,0.000
Wayne,Mississippi,334319.582,0.000,4404.124,93850.000,226383.000,1967.465,2737.484,0.000
Jones,Mississippi,114608.767,0.000,4110.353,63267.000,8771.000,1269.806,6889.763,0.000
Lawrence,Mississippi,307285.869,0.000,1107.895,60720.000,227185.000,0.000,1404.347,0.000
Lincoln,Mississippi,208964.417,0.000,2079.376,87881.000,85928.000,20.412,3830.677,0.000
Franklin,Mississippi,245620.853,0.000,5.742,59249.000,169730.000,244.800,837.005,0.000
Greene,Mississippi,107431.308,0.000,532.639,54174.000,49839.000,0.000,1589.969,0.000
Lincoln,Kansas,158265.193,62581.721,0.972,11296.000,0.000,0.000,428.296,0.000
Lamar,Mississippi,73340.785,0.000,1043.765,45677.000,0.000,742.565,4415.630,0.000
Marion,Mississippi,288572.916,0.000,1573.733,60532.000,170915.000,20.412,2989.783,0.000
Perry,Mississippi,68042.522,0.000,542.178,44652.000,0.000,0.000,1474.940,1202.607
Walthall,Mississippi,113734.882,0.000,2122.881,40823.000,0.000,988.265,1501.615,0.000
Pike,Mississippi,309999.851,0.000,1308.881,38850.000,248707.000,992.347,4221.190,0.000
Stone,Mississippi,447751.564,0.000,8.614,25207.000,414011.000,248.882,1531.191,0.000
Russell,Kansas,224887.627,55281.260,42.034,0.000,0.000,0.000,972.987,563.904
Scotland,Missouri,317133.982,75879.399,1191.002,5724.000,4349.000,493.682,531.338,0.000
Atchison,Missouri,177071.145,125350.405,453.575,2828.000,0.000,0.000,776.412,149.313
Mercer,Missouri,271511.221,28710.239,79.508,3135.000,0.000,0.000,400.610,0.000
Harrison,Missouri,498546.558,67287.413,510.996,8145.000,1638.000,4.082,943.677,0.000
Gentry,Missouri,385369.806,41424.705,4709.134,1736.000,0.000,252.965,731.590,0.000
Sullivan,Missouri,342720.675,22467.436,123.997,2800.000,0.000,0.000,860.543,0.000
Adair,Missouri,212903.886,35125.639,324.702,3410.000,0.000,4.082,2754.082,420.133
Knox,Missouri,321356.181,74068.611,697.356,4900.000,8757.000,0.000,555.794,0.000
Grundy,Missouri,335114.881,61446.323,580.790,15759.000,0.000,0.000,1203.146,963.815
Lewis,Missouri,250048.671,82812.276,1043.770,5424.000,0.000,244.800,1300.537,2180.500
Daviess,Missouri,385986.367,55406.563,3760.176,6181.000,13411.000,0.000,854.748,0.000
DeKalb,Missouri,272931.027,34670.192,604.884,3481.000,0.000,8.165,1418.150,0.000
Macon,Missouri,358124.244,68353.269,754.122,7106.000,0.000,244.800,1771.485,2042.134
Linn,Missouri,440078.839,50279.968,807.710,6637.000,16956.000,0.000,1557.372,0.000
Shelby,Missouri,197221.652,99745.279,3170.681,3773.000,0.000,0.000,724.979,0.000
Caldwell,Missouri,264637.337,32317.534,602.669,4018.000,0.000,4.082,1047.146,0.000
Clinton,Missouri,166190.202,43039.022,542.605,2164.000,0.000,261.130,2023.734,0.000
Ralls,Missouri,213001.639,80101.872,589.050,7124.000,5921.000,248.882,1117.202,996.437
Monroe,Missouri,280225.226,93927.981,3278.772,8232.000,0.000,4.082,992.834,0.000
Randolph,Missouri,285501.703,39320.438,536.789,18521.000,27296.000,734.400,2992.940,1094.814
Howard,Missouri,178278.732,58277.555,457.866,13214.000,10666.000,0.000,1179.687,0.000
Lafayette,Missouri,210104.151,160038.683,3192.711,2170.000,0.000,289.706,3605.311,0.000
Cooper,Missouri,173072.298,76267.249,2080.471,1867.000,753.000,4.082,1868.305,794.621
Warren,Missouri,64064.311,30094.328,870.159,5953.000,0.000,514.094,2705.885,496.860
St. Charles,Missouri,132997.825,67067.478,710.264,24988.000,0.000,2747.671,30815.177,0.000
Pettis,Missouri,172851.414,79080.126,1669.673,5365.000,4805.000,0.000,4383.109,5512.905
Johnson,Missouri,131799.098,51536.231,842.552,434.000,0.000,501.847,5327.320,16283.000
Moniteau,Missouri,81646.635,20344.527,1629.232,1010.000,0.000,257.047,1671.786,0.000
Ellis,Kansas,127855.890,44255.249,118.969,0.000,0.000,20.412,3474.217,0.000
Gove,Kansas,62720.169,62201.778,47.126,0.000,0.000,8.165,458.027,0.000
Trego,Kansas,152842.587,55842.241,114.671,0.000,0.000,0.000,578.853,328.192
Benton,Missouri,61811.983,20197.964,767.638,25982.000,4120.000,257.047,1831.907,0.000
Jefferson,Missouri,67996.732,6705.553,214.965,29942.000,0.000,787.471,21486.453,6573.161
Saline,Kansas,171079.700,68934.187,136.031,90.000,0.000,48.989,6597.255,8025.370
Ellsworth,Kansas,185991.727,52561.253,0.389,1.000,0.000,0.000,871.839,0.000
St. Clair,Missouri,61672.960,23587.440,426.451,5213.000,0.000,12.247,1029.195,0.000
Crawford,Missouri,86007.261,0.000,141.025,40269.000,40241.000,734.400,2522.375,263.228
Morris,Kansas,53553.687,30586.584,38.812,519.000,0.000,0.000,821.444,0.000
Osage,Kansas,137217.724,48420.016,48.315,1138.000,0.000,244.800,2000.468,0.000
Lyon,Kansas,125237.865,44487.333,558.246,1573.000,0.000,493.682,4664.630,0.000
Franklin,Kansas,79862.843,41466.240,282.344,6244.000,0.000,24.494,2966.707,0.000
Miami,Kansas,74695.705,27488.674,158.115,7981.000,507.000,252.965,3484.466,0.000
Scott,Kansas,72563.028,71344.842,506.063,0.000,0.000,0.000,703.657,0.000
Ness,Kansas,230151.751,54767.888,0.194,4903.000,0.000,0.000,504.232,0.000
Rush,Kansas,158759.450,60556.469,39.389,0.000,0.000,0.000,425.064,0.000
Iron,Missouri,79020.236,0.000,65.815,45421.000,31119.000,742.565,1322.183,60.731
Barton,Missouri,233923.800,81935.060,1697.064,9966.000,20111.000,273.377,1518.809,13652.810
Madison,Missouri,51577.042,0.000,187.796,20742.000,27224.000,742.565,1349.016,185.864
Reynolds,Missouri,153002.657,0.000,68.515,81045.000,69245.000,1714.500,804.029,49.686
Bollinger,Missouri,87415.872,24822.281,407.752,27930.000,16786.000,750.730,1373.435,0.000
Dade,Missouri,84450.321,30676.268,634.134,26019.000,0.000,16.330,844.831,0.000
Wright,Missouri,54792.734,0.000,2943.871,29973.000,12840.000,257.047,2186.885,6562.241
McPherson,Kansas,221288.487,175923.486,185.082,149.000,154.000,8.165,3628.468,0.000
Jasper,Missouri,120973.505,41910.245,1438.727,6216.000,0.000,2302.078,11253.468,5343.511
Wayne,Missouri,93328.640,2274.161,109.704,53622.000,32304.000,505.930,1504.590,185.350
Marion,Kansas,181090.112,108378.050,586.001,92.000,0.000,12.247,1690.125,532.307
Lawrence,Missouri,60154.391,7998.763,2414.906,5726.000,0.000,775.224,3844.589,1620.763
Rice,Kansas,209004.911,142194.942,290.212,18.000,0.000,244.800,1378.899,0.000
Carter,Missouri,65104.576,0.000,183.975,30692.000,31024.000,1963.382,724.270,0.000
Newton,Missouri,59084.556,3164.487,1736.392,23558.000,6794.000,1004.594,5703.367,2206.225
Coffey,Kansas,144410.615,61268.706,49.751,701.000,0.000,20.412,1151.943,437.942
Anderson,Kansas,89841.014,60350.272,545.353,1138.000,1051.000,4.082,970.787,0.000
Oregon,Missouri,112264.704,0.000,670.760,65380.000,43898.000,505.930,1102.983,0.000
Ripley,Missouri,113836.956,12896.230,99.013,47884.000,43444.000,12.247,1622.027,55.635
Taney,Missouri,66569.314,0.000,102.987,56783.000,4022.000,248.882,4415.098,0.000
Linn,Kansas,145021.473,27618.942,282.217,4767.000,0.000,16.330,1236.333,0.000
Dunklin,Missouri,168692.279,154009.077,9.582,2005.000,0.000,8.165,3716.884,0.000
Pemiscot,Missouri,185440.219,179377.672,7.256,1212.000,0.000,0.000,2409.955,527.725
Lake of the Wood,Minnesota,74096.725,3211.383,6.572,50293.000,4133.000,4.082,536.180,0.000
Roseau,Minnesota,618349.950,39782.014,84.009,25859.000,182.000,261.130,1700.013,5552.345
Kittson,Minnesota,542908.557,111446.671,55.320,13406.000,0.000,0.000,611.333,0.000
Koochiching,Minnesota,390671.757,1117.624,10.562,251084.000,136122.000,252.965,1595.474,0.000
Marshall,Minnesota,1035481.895,172936.989,49.804,23985.000,0.000,4.082,1091.010,0.000
Beltrami,Minnesota,289741.705,5917.761,67.304,118968.000,85277.000,1261.642,4268.498,0.000
Cook,Minnesota,64105.256,0.000,0.996,44681.000,18770.000,0.000,599.809,0.000
Lake,Minnesota,103483.261,0.000,0.996,70223.000,31958.000,0.000,1270.732,0.000
Pennington,Minnesota,384288.850,58801.039,26.353,8903.000,0.000,12.247,1337.974,0.000
Red Lake,Minnesota,255176.319,52442.399,35.901,8974.000,0.000,0.000,423.436,0.000
Mahnomen,Minnesota,148729.360,40636.277,60.521,10118.000,0.000,0.000,601.976,0.000
Hubbard,Minnesota,299946.768,16741.882,41.099,90040.000,181794.000,32.659,1991.528,0.000
Becker,Minnesota,275004.761,79866.916,639.167,51505.000,4327.000,514.094,2954.889,1029.000
Wadena,Minnesota,67875.459,24376.624,117.822,15208.000,6170.000,1000.512,1441.460,0.000
St. Louis,Minnesota,492731.691,343.000,36.423,378921.000,90671.000,775.224,20114.386,0.000
Carlton,Minnesota,139229.541,434.169,52.064,45526.000,87734.000,248.882,3210.256,0.000
Otter Tail,Minnesota,629562.659,242593.495,1140.825,49159.000,520.000,526.342,5993.070,0.000
Wilkin,Minnesota,259387.683,196686.052,191.131,33.000,0.000,0.000,703.067,0.000
Pine,Minnesota,110562.102,19603.114,156.583,74795.000,11783.000,16.330,2976.227,0.000
Todd,Minnesota,176037.719,93174.149,539.113,13757.000,268.000,16.330,2405.871,0.000
Morrison,Minnesota,155589.346,97027.427,2126.441,26653.000,511.000,277.459,3214.295,0.000
Mille Lacs,Minnesota,59343.059,27495.865,135.643,21209.000,4828.000,289.706,2290.202,0.000
Warren,Kentucky,87470.701,54212.711,1091.055,8741.000,0.000,1783.901,10208.462,0.000
Grant,Minnesota,353621.501,203993.787,171.579,3335.000,0.000,0.000,619.443,0.000
Douglas,Minnesota,288879.023,108074.111,347.349,545.000,317.000,28.577,3414.307,0.000
Stevens,Minnesota,361422.457,280410.635,938.846,0.000,0.000,16.330,1080.963,0.000
Pope,Minnesota,365727.775,167572.695,373.700,142.000,0.000,0.000,1197.484,0.000
Isanti,Minnesota,57323.692,48092.681,78.543,1222.000,223.000,277.459,3263.214,0.000
Swift,Minnesota,496853.687,310030.791,231.473,0.000,0.000,4.082,1177.622,0.000
Kandiyohi,Minnesota,495334.819,281492.488,5398.962,255.000,0.000,518.177,4239.903,7483.161
Meeker,Minnesota,309988.955,219179.802,482.657,392.000,508.000,248.882,2321.130,0.000
Chippewa,Minnesota,359700.167,280829.645,246.760,10.000,0.000,248.882,1561.460,0.000
Ramsey,Minnesota,57498.709,0.000,2.160,0.000,0.000,5499.425,51152.077,0.000
McLeod,Minnesota,236297.388,198351.830,404.797,20.000,0.000,779.306,3528.104,8247.561
Redwood,Minnesota,534270.027,445698.568,1599.372,67.000,0.000,4.082,1746.995,0.000
Lyon,Minnesota,430066.120,326030.915,1435.844,840.000,0.000,277.459,2504.268,2683.485
Lincoln,Minnesota,362847.819,158099.461,526.630,0.000,0.000,248.882,724.013,0.000
Nicollet,Minnesota,254018.909,208402.197,2686.407,4709.000,12026.000,248.882,2932.333,0.000
Wabasha,Minnesota,192684.125,128472.251,574.649,8226.000,1956.000,505.930,2128.505,0.000
Blue Earth,Minnesota,448830.879,370926.798,3328.941,2193.000,0.000,252.965,5963.882,5054.517
Pipestone,Minnesota,236328.758,165101.076,1813.741,0.000,0.000,0.000,1156.181,0.000
Olmsted,Minnesota,288125.966,194625.395,636.728,4380.000,200.000,787.471,12513.165,761.068
Dodge,Minnesota,247326.820,220446.901,980.041,4013.000,0.000,265.212,1746.438,0.000
Steele,Minnesota,272581.323,204893.584,574.940,4551.000,0.000,510.012,3408.135,1521.450
Murray,Minnesota,420412.494,310835.453,918.419,7.000,0.000,0.000,1084.279,0.000
Waseca,Minnesota,285095.489,233441.298,1252.295,149.000,0.000,244.800,1923.239,0.000
Cottonwood,Minnesota,393148.888,327012.178,1165.177,46.000,248.000,265.212,1289.184,0.000
Watonwan,Minnesota,271716.392,239079.835,1028.248,0.000,0.000,4.082,1260.522,0.000
Rock,Minnesota,234739.274,221970.099,1372.713,40.000,0.000,8.165,957.483,0.000
Nobles,Minnesota,360846.158,320675.733,2078.293,103.000,0.000,257.047,2142.655,0.000
Mower,Minnesota,415865.340,387718.411,1483.354,356.000,0.000,746.647,3893.033,0.000
Jackson,Minnesota,388502.759,340474.949,1767.720,31.000,0.000,0.000,1200.636,0.000
Freeborn,Minnesota,440892.415,369810.128,1797.328,461.000,627.000,1228.982,3390.963,2597.394
Martin,Minnesota,478160.591,438924.434,6006.574,0.000,0.000,244.800,2238.196,0.000
Faribault,Minnesota,434578.618,400427.245,1518.708,316.000,0.000,16.330,1775.329,0.000
Houston,Minnesota,203866.954,86161.962,422.088,17174.000,10371.000,497.765,1942.150,0.000
Metcalfe,Kentucky,52554.475,1327.987,468.596,32658.000,15226.000,4.082,1178.521,0.000
Houghton,Michigan,96654.272,0.000,1.000,55693.000,35432.000,510.012,4803.573,0.000
Ontonagon,Michigan,50684.869,85.050,24.571,42520.000,0.000,0.000,1469.159,6573.161
Barren,Kentucky,81389.315,12745.337,898.115,22414.000,20657.000,8.165,4212.537,5507.748
Marquette,Michigan,111723.367,0.000,0.000,100542.000,3054.000,36.742,7824.532,0.000
Todd,Kentucky,175805.482,84852.518,1485.006,12503.000,10714.000,750.730,1388.115,0.000
Logan,Kentucky,232553.083,116176.444,1052.348,13429.000,11806.000,281.542,2970.580,6573.161
Marshall,Kentucky,94300.176,15047.077,194.340,13842.000,10600.000,738.482,3264.742,2402.286
Trigg,Kentucky,106031.136,34766.969,519.552,18164.000,23482.000,248.882,1455.957,0.000
Otsego,Michigan,53067.319,0.000,0.000,25868.000,22952.000,984.182,3118.464,0.000
Graves,Kentucky,382228.996,97630.143,1133.528,19542.000,13046.000,1245.312,4103.622,1785.984
Cumberland,Kentucky,51432.509,1480.555,68.885,32378.000,14900.000,489.600,865.323,0.000
Crawford,Michigan,113033.187,0.000,0.000,23401.000,85186.000,518.177,1778.563,2125.845
Oscoda,Michigan,54012.660,0.000,0.000,18359.000,33841.000,501.847,1295.239,0.000
Wexford,Michigan,51921.699,0.000,35.785,17477.000,27344.000,16.330,3695.514,0.000
Missaukee,Michigan,122381.267,9233.160,405.637,14177.000,92841.000,8.165,1712.024,0.000
Simpson,Kentucky,84534.508,73704.736,351.479,2823.000,0.000,493.682,1868.642,0.000
Hickman,Kentucky,121599.203,65636.835,258.319,6082.000,0.000,244.800,570.260,0.000
Calloway,Kentucky,130050.278,64240.151,233.306,12697.000,0.000,32.659,3703.870,0.000
Osceola,Michigan,56704.558,3171.320,228.777,11185.000,23410.000,497.765,3015.386,0.000
Clare,Michigan,66363.198,2114.213,175.928,18587.000,26717.000,261.130,3877.110,5226.361
Gladwin,Michigan,50414.357,4929.972,90.624,12181.000,6621.000,244.800,3258.780,0.000
Midland,Michigan,86604.481,35424.806,87.479,8480.000,8127.000,767.059,10072.193,6027.161
Cheyenne,Kansas,53523.446,53043.719,95.634,0.000,0.000,0.000,378.858,0.000
Mecosta,Michigan,77762.717,21298.317,467.509,8162.000,13998.000,501.847,4976.953,0.000
Isabella,Michigan,124262.671,69769.289,455.342,6990.000,0.000,505.930,7491.257,0.000
Saginaw,Michigan,267413.957,173545.769,88.938,1651.000,9428.000,1743.077,25018.677,8004.000
Montcalm,Michigan,164555.340,92419.716,689.118,10144.000,11503.000,261.130,7426.266,5881.561
Gratiot,Michigan,209162.754,147808.074,997.134,880.000,0.000,261.130,5090.982,0.000
Shiawassee,Michigan,142634.875,103862.767,195.789,1049.000,0.000,257.047,8567.770,10213.161
Ionia,Michigan,200096.189,128617.862,1151.807,1892.000,22696.000,273.377,7456.065,0.000
Clinton,Michigan,187749.007,128398.263,888.803,707.000,0.000,252.965,7657.044,16303.000
Ingham,Michigan,135996.243,89195.826,391.401,1024.000,67.000,2261.254,33937.397,5845.161
Barry,Michigan,143816.831,53284.789,463.993,6011.000,18802.000,992.347,6802.060,0.000
Eaton,Michigan,193074.630,119879.637,279.303,2507.000,9548.000,1257.559,12438.766,0.000
Washtenaw,Michigan,178479.464,71359.576,242.725,2671.000,0.000,1033.171,39090.142,56353.000
Jackson,Michigan,103711.198,69081.026,216.079,3142.000,0.000,1490.112,18733.406,0.000
Calhoun,Michigan,185302.659,112179.427,1107.488,2667.000,1929.000,767.059,16589.070,15448.027
Kalamazoo,Michigan,113490.913,68089.174,951.921,7101.000,0.000,2710.930,28487.151,0.000
Lenawee,Michigan,338457.296,157796.551,528.630,2002.000,0.000,1522.771,11966.085,2450.000
Hillsdale,Michigan,294071.646,96614.211,737.765,1396.000,22374.000,489.600,5592.599,0.000
Branch,Michigan,195359.630,115186.827,1335.296,1173.000,0.000,265.212,5505.094,0.000
St. Joseph,Michigan,172176.382,123694.662,537.174,2384.000,5758.000,754.812,7472.183,8393.161
Cass,Michigan,134149.253,97306.132,2934.525,2029.000,0.000,2028.701,6133.829,0.000
Monroe,Michigan,147660.929,117416.361,56.402,624.000,0.000,996.430,17258.000,2450.000
Aroostook,Maine,333276.628,0.000,10.425,293631.000,27111.000,1510.524,8436.415,2455.000
Somerset,Maine,558705.280,0.000,16.000,456661.000,88804.000,40.824,5601.308,7498.000
Piscataquis,Maine,362028.508,0.000,0.000,305668.000,54096.000,285.624,1803.384,147.000
Penobscot,Maine,565165.944,0.000,0.000,470093.000,70713.000,1290.218,14763.400,8066.688
Franklin,Maine,223135.032,0.000,0.000,188609.000,30518.000,758.894,3200.411,0.000
Oxford,Maine,275505.414,0.000,0.000,225085.000,44535.000,81.648,5713.223,0.000
Kennebec,Maine,111667.261,0.000,86.285,81993.000,14263.000,1290.218,12182.039,1659.059
Washington,Maine,325092.127,0.000,0.000,317876.000,3361.000,244.800,3554.202,0.000
Androscoggin,Maine,179388.330,0.000,0.000,137796.000,23760.000,1775.736,10676.801,5208.161
Waldo,Maine,71757.938,0.000,14.000,50356.000,17169.000,281.542,3877.403,0.000
Hancock,Maine,110120.269,0.000,0.000,103273.000,837.000,505.930,5418.697,0.000
Rawlins,Kansas,56929.611,56440.043,38.845,0.000,0.000,0.000,445.818,0.000
Jewell,Kansas,203460.027,104128.605,476.389,0.000,0.000,0.000,544.572,0.000
Smith,Kansas,131463.870,70332.034,360.914,0.000,0.000,0.000,633.751,0.000
Phillips,Kansas,109470.906,32111.251,534.822,277.000,0.000,4.082,809.115,363.609
Decatur,Kansas,79118.217,50984.320,144.103,0.000,0.000,4.082,415.607,0.000
Cecil,Maryland,61762.511,24971.287,497.798,480.000,6542.000,526.342,10220.426,5274.849
Carroll,Maryland,98181.199,37558.501,760.654,5718.000,3757.000,1339.207,17896.740,2391.000
Frederick,Maryland,106404.501,41550.156,1290.381,3081.000,1142.000,2613.096,22989.435,9121.161
Harford,Maryland,72136.460,23736.066,298.963,8342.000,6234.000,289.706,25803.116,2066.580
Howard,Maryland,57886.078,7854.338,75.996,4063.000,0.000,3249.518,29128.898,9337.348
Baltimore,Maryland,144635.515,20951.840,173.008,6999.000,6387.000,6972.307,89007.256,9849.161
Republic,Kansas,196302.243,138450.147,131.453,0.000,0.000,4.082,698.464,0.000
Wicomico,Maryland,92034.379,25893.702,126.333,31722.000,0.000,514.094,10521.672,7965.465
Dorchester,Maryland,110939.626,39912.325,65.770,19936.000,17350.000,493.682,3673.428,1166.666
Worcester,Maryland,120933.231,47216.544,152.025,26714.000,22341.000,501.847,5526.888,2205.000
Charles,Maryland,72592.687,8038.182,39.387,22692.000,11976.000,518.177,14442.597,6055.000
St. Mary's,Maryland,61272.518,12611.611,234.753,13782.000,9762.000,261.130,10160.013,7028.645
Norton,Kansas,161381.512,41253.878,863.586,0.000,0.000,4.082,803.369,0.000
Marshall,Kansas,232022.302,98374.764,505.644,5987.000,0.000,8.165,1494.098,0.000
Nemaha,Kansas,220115.359,62455.092,1844.346,778.000,0.000,28.577,1373.632,0.000
Brown,Kansas,148245.878,90900.522,451.839,886.000,0.000,0.000,1465.250,0.000
Concordia,Louisiana,264783.923,114622.558,5.956,49703.000,0.000,244.800,2234.631,0.000
Rapides,Louisiana,721529.598,103037.600,46.493,92849.000,491844.000,762.977,13718.531,0.000
Vernon,Louisiana,341382.227,0.000,83.472,96970.000,236124.000,4.082,5599.050,0.000
Avoyelles,Louisiana,282151.960,187342.009,30.559,41640.000,0.000,8.165,4297.006,0.000
Pointe Coupee,Louisiana,290074.497,243979.546,21.770,42816.000,0.000,4.082,2398.977,0.000
West Baton Rouge,Louisiana,97597.153,87003.543,3.081,7934.000,0.000,248.882,2371.929,0.000
Livingston,Louisiana,100900.696,0.000,56.824,85729.000,0.000,289.706,9673.175,4983.837
Iberville,Louisiana,244489.173,203732.521,13.761,36832.000,0.000,244.800,3469.470,0.000
Calcasieu,Louisiana,69032.069,34043.100,44.854,10291.000,0.000,1987.877,19976.639,2385.036
Jefferson Davis,Louisiana,141461.770,127241.229,19.592,1183.000,0.000,8.165,3369.109,6130.901
Cloud,Kansas,156580.109,90349.910,77.430,1.000,0.000,0.000,1319.885,0.000
St. James,Louisiana,158368.217,156016.700,0.616,38.000,0.000,0.000,2151.329,126.489
Vermilion,Louisiana,242684.930,235629.100,57.994,205.000,0.000,4.082,5546.878,1130.675
Assumption,Louisiana,183046.039,180453.000,1.232,0.000,0.000,0.000,2553.133,0.000
Jackson,Kansas,161544.618,33553.836,186.164,11382.000,0.000,497.765,1515.075,0.000
Atchison,Kansas,98216.137,53401.842,209.209,6691.000,0.000,4.082,2098.670,0.000
Iberia,Louisiana,342257.112,334589.850,9.734,0.000,0.000,16.330,7520.045,0.000
Jefferson,Louisiana,142839.347,0.000,2.465,0.000,0.000,3948.077,47909.647,90226.000
Lafourche,Louisiana,169391.475,159776.050,21.360,128.000,0.000,12.247,9305.037,0.000
Sherman,Kansas,100493.878,99582.440,0.292,0.000,0.000,0.000,899.969,0.000
Thomas,Kansas,141360.954,139918.360,19.460,0.000,0.000,248.882,1160.727,0.000
Daviess,Kentucky,135300.465,94887.183,884.099,13687.000,0.000,518.177,10102.581,7663.665
Union,Kentucky,117146.813,93714.920,988.546,2991.000,0.000,0.000,1966.971,5182.381
Pike,Kentucky,72671.177,0.000,0.000,43767.000,11386.000,4.082,7721.478,9667.161
Ohio,Kentucky,179185.180,32993.119,262.492,67036.000,61436.000,277.459,2574.259,1925.217
Marion,Kentucky,68250.775,12037.854,819.159,19843.000,17944.000,754.812,1973.692,0.000
Lee,Kentucky,61441.006,0.000,1.756,46119.000,14408.000,0.000,857.882,0.000
McLean,Kentucky,85763.687,58363.361,1008.097,13415.000,0.000,252.965,1167.793,0.000
Webster,Kentucky,159485.366,47326.359,166.643,10282.000,26606.000,0.000,1530.229,0.000
Lincoln,Kentucky,50315.543,6992.498,432.973,11822.000,17851.000,12.247,2531.706,9307.709
Grayson,Kentucky,117091.393,8499.925,972.716,26494.000,6476.000,754.812,2697.480,0.000
Adair,Kentucky,84145.977,3191.853,756.475,33693.000,42680.000,28.577,1868.787,0.000
Ballard,Kentucky,86086.864,41475.705,522.869,9329.000,0.000,244.800,1079.540,0.000
Meade,Kentucky,60691.542,12483.597,355.678,15432.000,0.000,244.800,3037.085,0.000
